Titulo;Precio;Banos;Fecha;Piezas;Superficie Construida;Superficie Total;Estacionamiento;Lugar;Latitud;Longitud;Corredora
Colina Vende Casa Remodelada en Condominio Cerrado (83470);175837500;3;23-02-2025;3;116;151;2;Colina;-332.192.717;-70.682.172;PROMAX Propiedades
Maipu Casa en calle la fortuna de maipu;120000000;1;23-02-2025;3;91;160;;Maipu;-33.521.421;-707.659.448;
Buin Buin;976875000;2;23-02-2025;5;5000;434;2;Buin;-337.295.573;-707.366.234;MELEJ GESTIÓN INMOBILIARIA
Penaflor (VAG 13.427) Casa en venta en pje 2 con Nueva Lo Marquez;140670000;2;23-02-2025;3;52;200;1;Penaflor;-33.608.779.178.461.100;-7.089.753.827.866.570;Elitte Propiedades
La Florida Maria Elena 405;170000000;2;23-02-2025;3;118;180;2;La Florida;-3.356.128.485;-7.059.105.296;Bustos & Asociados
Penalolen Av grecia ote.;92000000;2;22-02-2025;3;70;180;1;Penalolen;-334.680.597;-705.618.412;Inmobiliaria e Inversiones Cesar Mercado Pavez EIRL
Lampa Condominio El Manio;85925925;1;22-02-2025;2;51;115;;Lampa;-33.294.271.259.313.500;-7.087.363.785.448.130;Find Home
Puente Alto Condominio Los Tuliperos;97648425;1;22-02-2025;3;58;96;1;Puente Alto;-336.148.383;-705.361.446;Find Home
Puente Alto La condesa;167983425;3;22-02-2025;3;75;164;;Puente Alto;-33.557.564.635.167.600;-7.054.993.079.539.490;Find Home
La Florida Av Diego Portales;109410000;2;22-02-2025;2;64;128;;La Florida;-3.356.204.434.255.740;-7.056.944.865.002.600;Find Home
Independencia Cercana a Plaza Luis Galdames;220000000;4;22-02-2025;4;168;176;;Independencia;-3.340.536.600.681.790;-7.067.238.745.497.850;Grupo Premium Propiedades Santiago
Puente Alto Amplia Casa Esquina 2D + 2B (83391);99000000;2;22-02-2025;2;66;117;2;Puente Alto;-335.693.915;-705.682.582;PROMAX Propiedades
Buin Francisco Javier Krugger Nro. 2500;246172500;3;22-02-2025;3;97;192;2;Buin;-3.374.737.971.277.870;-7.073.781.482.513.170;Werner&kind Propiedades
Penalolen Amplia  casa  penalolen  (83040);160000000;1;22-02-2025;3;99;300;4;Penalolen;-335.047.191;-70.568.393;World Properties
Maipu Venta casa 2 pisos con piscina 3d+2b+estacionamiento;150000000;2;22-02-2025;3;117;184;1;Maipu;-335.349.282;-707.703.007;Movahome Corredores Integrados
Padre Hurtado El Manzano/Segunda Transversal;70000000;1;22-02-2025;2;58;69;1;Padre Hurtado;-3.357.343.817;-7.079.834.549;Mauricio Pino Propiedades
Colina Chicureo / Los Ingleses;761962500;5;22-02-2025;6;200;5000;;Colina;-33.253.661;-70.678.873;Viel Propiedades dos Ltda.
Pedro Aguirre Cerda Bombero ossandon y clotario blest;89000000;1;22-02-2025;2;72;171;;Pedro Aguirre Cerda;-334.977.465;-706.801.937;Unne
Vitacura La Aurora (83178);425917500;3;22-02-2025;4;110;220;3;Vitacura;-333.783.206;-705.447.138;
Las Condes La posada;1367625000;7;21-02-2025;7;540;1870;;Las Condes;-33.376.230.941.287.000;-705.168.442.677.414;Agustín Fuenzalida Propiedades
Lo Barnechea LosTrapenses;738517500;5;21-02-2025;5;164;377;;Lo Barnechea;-3.333.819.604.628.920;-7.054.986.749.599.230;Agustín Fuenzalida Propiedades
Maipu Casa excelente ubicacion en ciudad satelite maipu;110000000;2;21-02-2025;3;65;161;1;Maipu;-335.583.276;-707.931.292;Unne
Quilicura Vendo amplia casa 3D+2B en Quilicura (53503);100000000;2;21-02-2025;3;72;72;1;Quilicura;-333.541.313;-707.162.378;Propiedades al Máximo
Huechuraba Av. el carmen;507584250;4;21-02-2025;6;135;437;3;Huechuraba;-3.335.607.647.254.640;-7.066.182.623.730.630;Find Home
Penalolen Terreno 576m2 con casa/ a pasos de Av. departamental;218820000;3;21-02-2025;3;120;576;13;Penalolen;-3.350.837.818.352.280;-7.057.835.964.396.600;Grupo Premium Propiedades Santiago
La Reina Tobalaba /larrain;234450000;2;21-02-2025;3;83;252;2;La Reina;-334.518.151;-705.595.041;Grupo Premium Propiedades Santiago
Padre Hurtado Los nogales con pintor Pablo Burchard;85000000;1;21-02-2025;3;84;162;2;Padre Hurtado;-3.358.957.396.304.350;-7.080.762.418.147.430;Grupo Premium Propiedades Santiago
Recoleta Entre metro Dorsal y Einstein;89000000;2;21-02-2025;4;44;65;1;Recoleta;-33.402.104.046.737.200;-706.432.056.427.002;Grupo Premium Propiedades Santiago
Penaflor Amplia casa en venta Penaflor  (74784);230542500;1;21-02-2025;2;97;264;3;Penaflor;-336.045.667;-70.900.149;Asesorías Valenzuela Lorca Propiedades
La Reina Fray Andres - Villa La Reina;170000000;2;21-02-2025;3;148;220;3;La Reina;-334.577.627;-70.531.753;Nexxos
La Cisterna Av. Goycolea con Cerro Negro a 2 cuadras de Americo Vespucio.;398565000;5;21-02-2025;5;250;240;2;La Cisterna;-335.427.685;-706.526.931;Nexxos
La Florida Jardin alto-  rojas magallanes;234490000;4;21-02-2025;5;118;150;1;La Florida;-335.333.302;-705.579.404;Unne
Lo Barnechea Camino La Cumbre / Parque El Durazno;547050000;4;21-02-2025;5;140;316;2;Lo Barnechea;-333.235.401;-705.152.097;Viel la Dehesa SPA
Puente Alto Casa puente alto;100000000;1;21-02-2025;2;132;200;;Puente Alto;-336.216.732;-705.918.415;Unne
El Bosque 2 pisos (82931);121132500;1;20-02-2025;5;145;163;1;El Bosque;-335.652.782;-706.651.036;Kmm  Propiedades Spa
Las Condes Venta  casa mediterranea condominio 5d/4b las condes;1113637500;5;20-02-2025;5;306;350;;Las Condes;-33.376.659;-70.499.467;Movahome Corredores Integrados
Buin Villa cardenal raul silva henriquez;82018425;1;20-02-2025;2;51;90;1;Buin;-35.675.147;-71.542.969;Find Home
Puente Alto hacienda los conquistadores 2;89833425;1;20-02-2025;2;49;80;1;Puente Alto;-335.981.846;-705.482.186;Find Home
Puente Alto parque san francisco;95733750;2;20-02-2025;3;54;75;;Puente Alto;-335.889.184;-705.531.678;Find Home
Buin Jardines de Villaseca;116834250;2;20-02-2025;3;79;100;;Buin;-337.426.382;-707.372.123;Find Home
Padre Hurtado fernando munoz rojas;123086250;2;20-02-2025;3;68;114;1;Padre Hurtado;-335.721.753;-7.079.464.209.999.990;Find Home
Maipu Barrio Holanda de Maipu;125040000;2;20-02-2025;3;74;91;1;Maipu;-334.849.332;-70.773.577;Find Home
Lampa Venta casa 3 habitaciones gran patio Lampa (14051);125547975;2;20-02-2025;3;67;200;2;Lampa;-332.990.305;-708.772.759;RSA Gestión Inmobiliaria SpA
Macul Casa 4 habitaciones/2 Banos Macul (13040);197836725;2;20-02-2025;4;150;200;3;Macul;-334.933.447;-706.144.601;RSA Gestión Inmobiliaria SpA
Las Condes General Blanche / La Escuela;691627500;4;20-02-2025;5;222;434;2;Las Condes;-33.408.213;-7.053.479.899.999.990;ProUrbe Manquehue
Vitacura Escriba de balaguer-la llaveria;547050000;3;20-02-2025;5;140;160;1;Vitacura;-3.337.831.877.682.210;-7.054.816.351.718.010;Viel la Dehesa SPA
Nunoa Estacion Metro Irarrazaval /Jose Domingo Canas / Matta Oriente;371212500;2;20-02-2025;4;170;285;2;Nunoa;-334.547.324;-7.062.393.329.999.990;Sucursal El Bosque Sur
Quinta Normal Mapocho / Martin Gil / Jose Joaquin Perez;508678350;3;20-02-2025;6;397;1000;;Quinta Normal;-334.302.139;-7.070.214.539.999.990;Sucursal El Bosque Sur
San Bernardo Casa en venta 3d 1 todo medio de compra (82928);80000000;1;20-02-2025;3;46;79;2;San Bernardo;-335.963.942;-70.672.727;CC PROPIEDADES
Lampa Oportunidad unica excelente propiedad (68824);234450000;4;19-02-2025;5;220;5000;10;Lampa;-332.402.808;-709.117.645;Jesica macarena albarrán velasquéz
Lampa Venta casa esquina av principal isabel riquel (48496);83229750;2;19-02-2025;4;87;319;3;Lampa;-332.800.155;-708.889.938;Jesica macarena albarrán velasquéz
Vitacura Casa en venta Vitacura / Los Romanos (19014);672090000;3;19-02-2025;5;130;640;5;Vitacura;-333.816.249;-705.420.068;AC & Partners Propiedades
Buin Francisco Javier Krueger;246172500;3;19-02-2025;3;97;191;1;Buin;-337.463.113;-707.325.631;Easyprop
Colina Chamisero;574402500;3;19-02-2025;4;200;450;2;Colina;-33.323.544.712.367.200;-7.064.516.627.435.460;Nexxos
Maipu 140 metros cuadrados (82794);171539250;3;19-02-2025;4;100;130;1;Maipu;-334.846.004;-707.671.879;Kmm  Propiedades Spa
Puente Alto Jardines las vizcachas;144577500;3;19-02-2025;3;71;163;1;Puente Alto;-335.985.447;-7.051.995;Find Home
Maipu C65680 - Condominio Los Valles 5D3B2E;285247500;3;19-02-2025;5;140;260;2;Maipu;-335.615.543;-707.817.088;Grupo Premium Propiedades Santiago
San Miguel Octava Avenida - Jose Miguel Carrera;166000000;3;19-02-2025;3;86;100;2;San Miguel;-34.543.055;-587.118.577;Grupo Premium Propiedades Santiago
Penalolen Quilin Sur / Alvaro Cassanova;488046750;4;19-02-2025;5;161;519;2;Penalolen;-335.065.002;-705.264.033;Nexxos
Lampa Excelente oportunidad casa en larapinta lampa (64021);85000000;1;19-02-2025;4;122;108;1;Lampa;-332.919.588;-708.751.091;Jesica macarena albarrán velasquéz
Vitacura Altamira/ Las Hualtatas;527512500;3;19-02-2025;4;146;184;2;Vitacura;-33.386.227;-705.534.754;Viel Propiedades dos Ltda.
Maipu En venta casa en ciudad satelite - maipu;140279250;2;19-02-2025;3;84;134;;Maipu;-33.557.647;-707.866.349;
Maipu Se vende bella casa en el abrazo maipu con casa indepentient;105000000;2;19-02-2025;3;88;145;;Maipu;-33.546.371;-707.674.826;
Maipu Venta casa en condominio en ciudad satelite maipu;190000000;2;19-02-2025;3;84;187;;Maipu;-335.613.498;-707.841.425;
Maipu Hermosa casa en condominio en ciudad satelite;537281250;3;19-02-2025;4;140;1500;;Maipu;-335.522.309;-707.874.647;
Maipu Venta casa en condominio ciudad satelite;299000000;3;19-02-2025;5;140;250;1;Maipu;-335.616.661;-707.763.802;
Maipu Venta casa en condominio ciudad satelite;299000000;3;19-02-2025;5;140;250;1;Maipu;-335.616.661;-707.763.802;
Maipu Casa en condominio ciudad satelite;468509250;3;19-02-2025;4;240;1200;;Maipu;-335.614.579;-707.619.754;
San Bernardo Ideal vida familiar amplia30 min Stgo. (82878);437640000;3;19-02-2025;4;140;920;4;San Bernardo;-336.685.437;-707.370.351;Urbegestion
Puente Alto Villa el alba;122000000;2;19-02-2025;3;68;132;2;Puente Alto;-3.354.785.919.389.580;-7.055.753.852.813.110;Nexxos
Renca Casa en renca excelente ubicacion  (54575);121132500;2;19-02-2025;4;93;127;3;Renca;-333.969.871;-707.443.636;Jesica macarena albarrán velasquéz
La Florida Los quillayes 235 la florida;150000000;1;18-02-2025;2;50;405;5;La Florida;-335.649.917;-705.880.233;Brokers Inmobiliarios
San Bernardo Laguna de condores nos san bernardo;207097500;3;18-02-2025;3;120;200;;San Bernardo;-336.277.514;-706.801.971;Brokers Inmobiliarios
Santiago Casa barrio uchile/beauchef 3d/b est (82739);155999990;1;18-02-2025;3;100;96;1;Santiago;-334.576.431;-706.683.281;Corredora: Zoom Habitacional
Lo Barnechea Huinganal;1441867500;6;18-02-2025;7;500;2000;;Lo Barnechea;-33.340.618;-70.508.766;Berrios Zegers
Quinta Normal Nunez de balboa;179990000;2;18-02-2025;5;130;250;4;Quinta Normal;-334.233.206;-707.170.251;Unne
Huechuraba En plena av recoleta;112000000;3;18-02-2025;6;150;191;;Huechuraba;-333.777.346;-706.385.256;Brokers Inmobiliarios
Maipu Venta casa aislada en condominio ciudad satelite;285247500;3;18-02-2025;5;140;260;1;Maipu;-335.615.667;-707.817.453;
La Florida Metro san jose de la estrella;130000000;2;18-02-2025;5;129;185;;La Florida;-335.533;-7.058.146;Unne
Santiago Esperanza  entre catedral y compania de jesus santiago centr;438421500;6;18-02-2025;5;408;416;;Santiago;-334.403.825;-706.754.981;Unne
Buin Elsa Gonzalez Cavieres;124883700;1;17-02-2025;3;62;175;1;Buin;-337.391.121;-707.653.321;Terrasur Gestión Inmobiliaria
Las Condes Qunichamali Mall Sport Limavida;2031900000;6;17-02-2025;5;530;1230;4;Las Condes;-333.773.269;-704.956.462;ProUrbe Manquehue
Estacion Central El escorial villa espana;130000000;1;17-02-2025;5;87;167;4;Estacion Central;-3.346.831;-7.070.931;Grupo Premium Propiedades Santiago
Independencia Gamero con Fermin Vivaceta;160207500;2;17-02-2025;4;80;176;;Independencia;-33.421.721.978.143.900;-7.066.314.475.981.930;Grupo Premium Propiedades Santiago
Quilicura Jorge luis borges;90000000;1;17-02-2025;2;52;107;3;Quilicura;-333.604.169;-707.326.829;Easyprop
La Florida Quellon 400 - 500;187000000;3;17-02-2025;4;134;156;1;La Florida;-335.577.889;-705.794.885;Unne
Penaflor Florida 200;457177500;4;16-02-2025;5;200;1610;10;Penaflor;-3.360.906.864.147.330;-7.086.200.591.962.360;Easyprop
Talagante Bella casa 4D 5B en exclusivo condominio  (82576);507584250;5;16-02-2025;4;280;3000;4;Talagante;-336.716.931;-708.542.705;MONCAT PROPIEDADES
Maipu Casa en venta maipu (82561);179745000;3;16-02-2025;3;107;124;3;Maipu;-334.711.043;-707.407.687;Innova Terra Propiedades
Providencia Carlos Antunez / Suecia;837768000;2;16-02-2025;4;225;438;;Providencia;-334.272.812;-706.051.853;Vivax
Maipu Av. Bosque Alto con Calle Donihue;136762500;3;16-02-2025;3;76;120;1;Maipu;-335.328.945;-7.079.850.259.999.990;Easyprop
Puente Alto Casa en Condominio // Las Vizcachas (82268);270000000;2;15-02-2025;3;94;301;2;Puente Alto;-335.863.073;-705.155.533;PropiedadesDGyH
Buin Barrio los cerezos;135000000;2;15-02-2025;3;90;114;;Buin;-337.352.855;-707.482.428;Unne
Colina los corrales con el potrerillo;173883750;3;15-02-2025;3;113;230;1;Colina;-332.190.484;-70.686.247;Find Home
Providencia Av. Salvador/ Caupolican;304785000;3;15-02-2025;4;82;82;1;Providencia;-334.475.932;-706.225.654;Manterola Propiedades.
Buin Oportunidad casa de dos pisos (82269);156300000;3;15-02-2025;3;84;84;1;Buin;-337.380.075;-707.604.436;A&G Consultora Inmobiliaria SpA
Lo Barnechea Golf lomas la dehesa;1367625000;5;15-02-2025;5;381;970;8;Lo Barnechea;-333.433.271;-705.309.324;Berrios Zegers
Lo Barnechea Panoramica Sur;1953750000;5;15-02-2025;4;550;1249;6;Lo Barnechea;-333.311.262;-705.318.039;Berrios Zegers
San Bernardo Diego Portales con Torres del Paine;107456250;2;15-02-2025;3;74;96;1;San Bernardo;-3.362.368.578.726.410;-7.070.138.120.590.410;Grupo Premium Propiedades Santiago
San Bernardo Calle Barros Arana con Nogales.;142623750;2;15-02-2025;4;117;142;1;San Bernardo;-3.360.330.756.697.810;-7.070.190.638.095.310;Grupo Premium Propiedades Santiago
Talagante Villa Sol de Talagante;80103750;1;15-02-2025;3;;;2;Talagante;-336.780.284;-7.094.383.499.999.990;Grupo Premium Propiedades Santiago
Puente Alto Av.Mexico - Troncal San Francisco;80416350;1;15-02-2025;3;70;79;2;Puente Alto;-335.931.071;-705.542.186;Grupo Premium Propiedades Santiago
La Pintana Avda.General Arriagada / Sta.Rosa;117068700;2;15-02-2025;3;52;87;3;La Pintana;-335.644.139;-706.273.839;Grupo Premium Propiedades Santiago
Puente Alto Eyzaguirre - Sgto. Menadier P.A.;76587000;1;15-02-2025;2;56;84;2;Puente Alto;-336.192.356;-706.211.101;Grupo Premium Propiedades Santiago
San Bernardo Avda. Balmaceda - Lo blanco S. Bernardo;76196250;1;15-02-2025;2;48;70;3;San Bernardo;-335.909.299;-706.736.952;Grupo Premium Propiedades Santiago
Puente Alto Avda.Gabriela Poniente - Avda. C y Toro P.A.;80103750;1;15-02-2025;2;45;75;2;Puente Alto;-335.774.317;-7.058.618.179.999.990;Grupo Premium Propiedades Santiago
Colina DESCUENTO! Casa condominio parcela chicureo (82076);617385000;4;15-02-2025;5;330;4143;6;Colina;-332.618.583;-707.225.627;SANHER Propiedades
Santiago Invierta en Propiedad Residencias Multiples (82059);1250400000;20;15-02-2025;31;908;543;1;Santiago;-334.713.426;-706.706.828;PROMAX Propiedades
Maipu Casa 3 Dorm 2 banos 2 estacionam Midmall (82267);92000000;2;15-02-2025;3;74;61;2;Maipu;-33.540.243;-707.725.595;My Home Propiedades
Pudahuel Propiedad en Venta Ciudad de los valles (82084);233668500;3;15-02-2025;4;111;200;1;Pudahuel;-334.640.526;-708.581.453;Propiedadesenventa.cl
Independencia Excelente cercana Metro 4 Dormitorios  (82235);308692500;2;15-02-2025;4;133;250;1;Independencia;-334.007.844;-706.693.447;JSE Propiedades
San Joaquin pasaje Matilla  san Joaquin  (82287);125000000;1;15-02-2025;4;99;171;2;San Joaquin;-335.019.196;-706.234.499;World Properties
San Miguel Perdo mira 1001 40mts del metro lo vial  (82278);235000000;1;15-02-2025;4;119;370;2;San Miguel;-334.960.509;-706.512.286;World Properties
Maipu Cuatro Alamos 327;295000000;2;15-02-2025;4;124;580;3;Maipu;-335.161.681;-707.523.731;ProUrbe Manquehue
Cerro Navia Venta casa para inversion 3propiedades en 1 (82339);95000000;3;15-02-2025;4;134;162;2;Cerro Navia;-334.166.439;-707.396.893;CC PROPIEDADES
Lampa La Hacienda Urbana-Larapinta TT;160207500;1;15-02-2025;3;65;227;;Lampa;-332.829.255;-708.791.356;Hobbins Vitacura
La Reina Casa 4 dormitorios  gran jardin con piscina;527512500;2;15-02-2025;4;200;600;;La Reina;-334.436.653;-705.654.256;
La Florida De Los Barbechos;215000000;3;15-02-2025;4;100;159;1;La Florida;-335.343.174;-705.573.315;
Las Condes Casa con lindo jardin en condominio san carlos;1039395000;5;14-02-2025;6;251;556;;Las Condes;-334.100.589;-705.109.038;
Providencia Casa rodeada de jardin sector  hernando de aguirre;507975000;2;14-02-2025;4;140;321;2;Providencia;-334.403.966;-705.893.814;
Vitacura Grandes espacios sector exclusivo vitacuraoportunidad;683421750;2;14-02-2025;3;140;371;;Vitacura;-333.873.849;-705.795.962;
Lampa Parcela en condominio  linda casa  a minutos de santiago;464992500;3;14-02-2025;4;374;5000;3;Lampa;-332.685.453;-707.720.118;
Cerro Navia La Estrella;111363750;2;14-02-2025;5;;;;Cerro Navia;-334.241.476;-7.075.241.369.999.990;Grupo Premium Propiedades Santiago
San Bernardo Avenida San Jose;115000000;2;14-02-2025;5;93;132;1;San Bernardo;-336.032.189;-706.851.808;Grupo Premium Propiedades Santiago
Pirque A minutos de Rio Clarillo puente San Vicente.;722887500;4;14-02-2025;5;410;5200;10;Pirque;-336.595.927;-70.630.824;Grupo Premium Propiedades Santiago
Santiago Casa en barrio residencial san isidro;176032875;;14-02-2025;3;140;140;;Santiago;-334.757.183;-706.391.804;
Maipu Malloa con Galaxia Sur;146531250;3;14-02-2025;3;76;120;2;Maipu;-335.343.353;-707.969.322;Easyprop
Puente Alto pasaje petrohue 1800;71507250;1;13-02-2025;3;47;105;1;Puente Alto;-335.957.931;-706.018.917;Easyprop
Isla de Maipo Calle Galvez Sector La Villita Isla de Maipo;254339175;2;13-02-2025;5;124;1260;5;Isla de Maipo;-3.377.458.448.498.520;-7.090.315.196.149.400;Grupo Premium Propiedades Santiago
Maipu Pj caleta toltel con pto madero / se vende casa 3 dormitorios 3 banos 2 estacionamientos;164000000;3;13-02-2025;3;90;140;2;Maipu;-335.033.395;-707.959.317;Grupo Premium Propiedades Santiago
Maipu Mateo y zambrano se vende casa 4 dormitoros 3 banos 3 estacionamientos quincho y patio;197000000;3;13-02-2025;4;80;185;3;Maipu;-335.105.866;-707.572.607;Grupo Premium Propiedades Santiago
El Bosque Sarento Aldea / Casa en venta 4 Dormitorios 3 Banos Local Comercial. Galpon y 10 Estacionamientos en El Bosque;312560925;3;13-02-2025;4;406;664;10;El Bosque;-335.493.883;-7.065.776.439.999.990;Grupo Premium Propiedades Santiago
Penalolen San luis de macul casa de 2 pisos. 3d 2 b;117225000;2;13-02-2025;3;70;106;;Penalolen;-33.506.808;-705.739.391;Movahome Corredores Integrados
Puente Alto Merlot / las palmas;215000000;3;13-02-2025;3;165;254;2;Puente Alto;-33.554.548;-70.533.192;Unne
Puente Alto Santa maria del penon/ el roquedal;203190000;3;13-02-2025;3;104;189;2;Puente Alto;-335.731.398;-70.536.898;
Penalolen Las rosas;246172500;2;13-02-2025;4;110;200;1;Penalolen;-334.766.308;-705.474.152;Unne
San Joaquin Entre santa rosa y mateo toro zambrano;130119750;2;13-02-2025;6;210;350;;San Joaquin;-334.899.397;-706.404.722;Brokers Inmobiliarios
Nunoa Carmen covarrubias con cresciente errazuriz;777592500;3;12-02-2025;5;233;655;5;Nunoa;-334.587.753;-706.116.292;Unne
Independencia A pasos de nueva de matte;200000000;2;12-02-2025;3;130;130;3;Independencia;-334.104.806;-706.632.793;Brokers Inmobiliarios
Maipu Manuel Rodriguez;527512500;1;12-02-2025;3;160;1800;;Maipu;-335.025.962;-707.606.615;Houm
Las Condes Juan palau;663884250;4;12-02-2025;5;195;696;2;Las Condes;-334.301.979;-705.578.369;Houm
Padre Hurtado Casa en venta de 3 dorm. En padre hurtado;75000000;1;12-02-2025;3;71;162;1;Padre Hurtado;-335.763.764;-70.806.256;Unne
Melipilla Colonial i;70000000;1;12-02-2025;3;110;70;1;Melipilla;-336.838.023;-712.317.708;Unne
Maipu San Alberto 4134;79500000;1;12-02-2025;3;80;60;1;Maipu;-335.498.223;-707.970.714;Easyprop
Maipu Abate Molina 2676;128556750;2;12-02-2025;3;70;128;2;Maipu;-33.505.485;-707.969.353;Easyprop
La Pintana Villa las americas;90000000;2;12-02-2025;;110;138;1;La Pintana;-335.602.905;-706.165.294;Unne
Melipilla Miraflores melipilla;65000000;2;12-02-2025;5;145;138;1;Melipilla;-336.995.987;-712.215.311;Unne
Penaflor 21 de Mayo;499500000;2;12-02-2025;4;184;1065;3;Penaflor;-336.063.761;-708.946.134;Nexxos
Melipilla Amplia casa en hacienda san martin en melipilla;94000000;2;12-02-2025;3;63;95;1;Melipilla;-336.816.946;-711.883.606;Unne
Puente Alto Ciudad del sol;198000000;3;12-02-2025;4;100;125;;Puente Alto;-336.007.096;-705.933.835;Unne
Nunoa Gran casa con local comercial 4 dorm. En nunoa;278000000;2;12-02-2025;4;143;201;1;Nunoa;-334.733.902;-70.592.596;Unne
La Florida Av. San jorge con el libertador;107000000;1;12-02-2025;3;57;120;1;La Florida;-335.580.397;-705.696.449;Unne
Puente Alto Villa estaciones ferroviarias;88000000;2;12-02-2025;4;98;98;1;Puente Alto;-3.361.993;-706.118.651;Unne
Lampa Gran casa en venta 3 dorm. Valle grande lampa;190000000;3;12-02-2025;3;83;200;;Lampa;-333.266.487;-707.537.296;Unne
